asset_id,category,priority,kind,slot,target_height,target_width,job_batch,label,prompt_chars
acc_hat_ocean_shell_01,acc_hats,1,accessory,hat,0.28,,accessories,"Ocean Shell",495
acc_hat_forest_leaf_01,acc_hats,1,accessory,hat,0.26,,accessories,"Forest Leaf",480
acc_hat_lava_ember_01,acc_hats,1,accessory,hat,0.26,,accessories,"Lava Ember",501
acc_hat_sky_cloud_01,acc_hats,1,accessory,hat,0.24,,accessories,"Sky Cloud",479
acc_hat_ice_crown_01,acc_hats,1,accessory,hat,0.28,,accessories,"Ice Crown",506
acc_hat_candy_scoop_01,acc_hats,1,accessory,hat,0.32,,accessories,"Candy Scoop",489
acc_hat_desert_cactus_01,acc_hats,1,accessory,hat,0.3,,accessories,"Desert Cactus",499
acc_hat_meadow_wreath_01,acc_hats,1,accessory,hat,0.22,,accessories,"Meadow Wreath",481
acc_hat_storm_cap_01,acc_hats,1,accessory,hat,0.26,,accessories,"Storm Cap",502
acc_hat_crystal_tiara_01,acc_hats,1,accessory,hat,0.2,,accessories,"Crystal Tiara",484
acc_hat_berry_bowl_01,acc_hats,1,accessory,hat,0.3,,accessories,"Berry Bowl",500
acc_hat_bubble_helm_01,acc_hats,1,accessory,hat,0.28,,accessories,"Bubble Helm",497
acc_hat_aurora_halo_01,acc_hats,1,accessory,hat,0.24,,accessories,"Aurora Halo",481
acc_hat_honey_pot_01,acc_hats,1,accessory,hat,0.3,,accessories,"Honey Pot",486
acc_hat_mint_leaf_01,acc_hats,1,accessory,hat,0.22,,accessories,"Mint Leaf",479
acc_hat_night_moon_01,acc_hats,1,accessory,hat,0.28,,accessories,"Night Moon",493
acc_hat_race_helmet_01,acc_hats,1,accessory,hat,0.26,,accessories,"Race Helmet",497
acc_hat_vibe_sun_01,acc_hats,1,accessory,hat,0.3,,accessories,"Vibe Sun",486
acc_hat_shooter_star_01,acc_hats,1,accessory,hat,0.28,,accessories,"Shooter Star",480
acc_hat_party_top_01,acc_hats,1,accessory,hat,0.34,,accessories,"Party Top",492
acc_hat_bowler_party_01,acc_hats,1,accessory,hat,0.22,,accessories,"Bowler Party",482
acc_hat_visor_racer_01,acc_hats,1,accessory,hat,0.14,,accessories,"Visor Racer",470
acc_hat_bandana_party_01,acc_hats,1,accessory,hat,0.16,,accessories,"Bandana Party",477
acc_hat_earmuff_cloud_01,acc_hats,1,accessory,hat,0.2,,accessories,"Earmuff Cloud",491
acc_hat_frog_hood_01,acc_hats,1,accessory,hat,0.3,,accessories,"Frog Hood",492
acc_hat_bunny_hood_01,acc_hats,1,accessory,hat,0.32,,accessories,"Bunny Hood",484
acc_hat_cat_hood_01,acc_hats,1,accessory,hat,0.26,,accessories,"Cat Hood",481
acc_hat_dino_hood_01,acc_hats,1,accessory,hat,0.3,,accessories,"Dino Hood",482
acc_hat_wizard_cute_01,acc_hats,1,accessory,hat,0.34,,accessories,"Wizard Cute",501
acc_hat_pirate_cute_01,acc_hats,1,accessory,hat,0.28,,accessories,"Pirate Cute",506
acc_hat_safari_01,acc_hats,1,accessory,hat,0.24,,accessories,"Safari",486
acc_hat_bucket_beach_01,acc_hats,1,accessory,hat,0.22,,accessories,"Bucket Beach",475
acc_hat_pom_rainbow_01,acc_hats,1,accessory,hat,0.26,,accessories,"Pom Rainbow",493
acc_hat_halo_angel_01,acc_hats,1,accessory,hat,0.18,,accessories,"Halo Angel",477
acc_hat_horn_candy_01,acc_hats,1,accessory,hat,0.24,,accessories,"Horn Candy",493
acc_hat_antler_soft_01,acc_hats,1,accessory,hat,0.28,,accessories,"Antler Soft",477
acc_hat_tophat_mini_01,acc_hats,1,accessory,hat,0.2,,accessories,"Tophat Mini",496
acc_hat_flat_cap_01,acc_hats,1,accessory,hat,0.18,,accessories,"Flat Cap",474
acc_hat_beret_artist_01,acc_hats,1,accessory,hat,0.16,,accessories,"Beret Artist",467
acc_hat_crown_gold_01,acc_hats,1,accessory,hat,0.26,,accessories,"Crown Gold",496
acc_hat_crown_silver_01,acc_hats,1,accessory,hat,0.26,,accessories,"Crown Silver",495
acc_hat_crown_rainbow_01,acc_hats,1,accessory,hat,0.28,,accessories,"Crown Rainbow",474
acc_hat_helmet_star_01,acc_hats,1,accessory,hat,0.28,,accessories,"Helmet Star",488
acc_hat_helmet_bubble_01,acc_hats,1,accessory,hat,0.28,,accessories,"Helmet Bubble",472
acc_hat_cap_trucker_01,acc_hats,1,accessory,hat,0.2,,accessories,"Cap Trucker",492
acc_hat_cap_snap_01,acc_hats,1,accessory,hat,0.2,,accessories,"Cap Snap",489
acc_hat_hat_witch_cute_01,acc_hats,1,accessory,hat,0.34,,accessories,"Hat Witch Cute",493
acc_hat_hat_santa_cute_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Santa Cute",498
acc_hat_hat_elf_cute_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Elf Cute",475
acc_hat_hat_pumpkin_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Pumpkin",510
acc_hat_hat_heart_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Heart",479
acc_hat_hat_clover_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Clover",468
acc_hat_hat_egg_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Egg",482
acc_hat_hat_gift_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Gift",479
acc_hat_hat_lamp_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Lamp",478
acc_hat_hat_teapot_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Teapot",481
acc_hat_hat_cupcake_01,acc_hats,1,accessory,hat,0.32,,accessories,"Hat Cupcake",483
acc_hat_hat_donut_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Donut",485
acc_hat_hat_waffle_01,acc_hats,1,accessory,hat,0.34,,accessories,"Hat Waffle",482
acc_hat_hat_sushi_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Sushi",487
acc_hat_hat_taco_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Taco",486
acc_hat_hat_burger_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Burger",495
acc_hat_hat_pizza_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Pizza",474
acc_hat_hat_banana_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Banana",475
acc_hat_hat_mushroom_red_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Mushroom Red",473
acc_hat_hat_mushroom_blue_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Mushroom Blue",474
acc_hat_hat_acorn_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Acorn",479
acc_hat_hat_pine_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Pine",485
acc_hat_hat_sunflower_01,acc_hats,1,accessory,hat,0.32,,accessories,"Hat Sunflower",489
acc_hat_hat_rose_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Rose",471
acc_hat_hat_tulip_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Tulip",472
acc_hat_hat_lotus_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Lotus",474
acc_hat_hat_lightning_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Lightning",487
acc_hat_hat_raindrop_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Raindrop",470
acc_hat_hat_snowflake_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Snowflake",489
acc_hat_hat_comet_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Comet",486
acc_hat_hat_planet_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Planet",478
acc_hat_hat_rocket_01,acc_hats,1,accessory,hat,0.32,,accessories,"Hat Rocket",491
acc_hat_hat_ufo_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Ufo",486
acc_hat_hat_robot_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Robot",484
acc_hat_hat_tv_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Tv",483
acc_hat_hat_boombox_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Boombox",473
acc_hat_hat_headphones_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Headphones",501
acc_hat_hat_camera_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Camera",472
acc_hat_hat_trophy_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Trophy",483
acc_hat_hat_medal_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Medal",485
acc_hat_hat_flag_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Flag",481
acc_hat_hat_whistle_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Whistle",481
acc_hat_hat_megaphone_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Megaphone",472
acc_hat_hat_confetti_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Confetti",491
acc_hat_hat_balloon_01,acc_hats,1,accessory,hat,0.34,,accessories,"Hat Balloon",489
acc_hat_hat_party_popper_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Party Popper",490
acc_hat_hat_dice_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Dice",490
acc_hat_hat_controller_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Controller",477
acc_hat_hat_arcade_01,acc_hats,1,accessory,hat,0.32,,accessories,"Hat Arcade",478
acc_hat_hat_ticket_01,acc_hats,1,accessory,hat,0.2,,accessories,"Hat Ticket",486
acc_hat_hat_popcorn_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Popcorn",499
acc_hat_hat_cotton_01,acc_hats,1,accessory,hat,0.32,,accessories,"Hat Cotton",479
acc_hat_hat_lollipop_01,acc_hats,1,accessory,hat,0.34,,accessories,"Hat Lollipop",481
acc_hat_hat_gumball_01,acc_hats,1,accessory,hat,0.32,,accessories,"Hat Gumball",493
acc_hat_hat_pretzel_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Pretzel",466
acc_hat_hat_cookie_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Cookie",485
acc_hat_hat_jam_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Jam",472
acc_hat_hat_milk_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Milk",482
acc_hat_hat_toast_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Toast",489
acc_hat_hat_egg_fried_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Egg Fried",481
acc_hat_hat_bacon_01,acc_hats,1,accessory,hat,0.18,,accessories,"Hat Bacon",482
acc_hat_hat_avocado_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Avocado",483
acc_hat_hat_strawberry_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Strawberry",486
acc_hat_hat_blueberry_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Blueberry",475
acc_hat_hat_watermelon_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Watermelon",484
acc_hat_hat_kiwi_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Kiwi",472
acc_hat_hat_dragonfruit_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Dragonfruit",476
acc_hat_hat_peach_fruit_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Peach Fruit",484
acc_hat_hat_cherry_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Cherry",483
acc_hat_hat_grape_bunch_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Grape Bunch",475
acc_hat_hat_lemon_fruit_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Lemon Fruit",484
acc_hat_hat_coconut_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Coconut",481
acc_hat_hat_pineapple_01,acc_hats,1,accessory,hat,0.34,,accessories,"Hat Pineapple",488
acc_hat_hat_chili_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Chili",497
acc_hat_hat_olive_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Olive",481
acc_hat_hat_cheese_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Cheese",488
acc_hat_hat_bread_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Bread",468
acc_hat_hat_baguette_01,acc_hats,1,accessory,hat,0.2,,accessories,"Hat Baguette",477
acc_hat_hat_croissant_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Croissant",489
acc_hat_hat_macaron_01,acc_hats,1,accessory,hat,0.2,,accessories,"Hat Macaron",479
acc_hat_hat_pudding_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Pudding",494
acc_hat_hat_jelly_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Jelly",486
acc_hat_hat_mochi_01,acc_hats,1,accessory,hat,0.2,,accessories,"Hat Mochi",469
acc_hat_hat_taiaki_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Taiaki",480
acc_hat_hat_onigiri_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Onigiri",500
acc_hat_hat_bento_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Bento",487
acc_hat_hat_ramen_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Ramen",492
acc_hat_hat_tea_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Tea",484
acc_hat_hat_coffee_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Coffee",488
acc_hat_hat_smoothie_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Smoothie",484
acc_hat_hat_soda_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Soda",482
acc_hat_hat_juice_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Juice",484
acc_hat_hat_water_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Water",474
acc_hat_hat_thermos_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Thermos",477
acc_hat_hat_lantern_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Lantern",481
acc_hat_hat_candle_01,acc_hats,1,accessory,hat,0.32,,accessories,"Hat Candle",497
acc_hat_hat_cake_slice_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Cake Slice",480
acc_hat_hat_birthday_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Birthday",482
acc_hat_hat_graduation_01,acc_hats,1,accessory,hat,0.2,,accessories,"Hat Graduation",487
acc_hat_hat_nurse_cute_01,acc_hats,1,accessory,hat,0.18,,accessories,"Hat Nurse Cute",488
acc_hat_hat_builder_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Builder",492
acc_hat_hat_firefighter_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Firefighter",495
acc_hat_hat_astronaut_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Astronaut",486
acc_hat_hat_pilot_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Pilot",485
acc_hat_hat_sailor_01,acc_hats,1,accessory,hat,0.2,,accessories,"Hat Sailor",474
acc_hat_hat_cowboy_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Cowboy",475
acc_hat_hat_sombrero_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Sombrero",478
acc_hat_hat_fez_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Fez",473
acc_hat_hat_turban_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Turban",500
acc_hat_hat_kimono_ribbon_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Kimono Ribbon",482
acc_hat_hat_lei_01,acc_hats,1,accessory,hat,0.2,,accessories,"Hat Lei",486
acc_hat_hat_lei_shell_01,acc_hats,1,accessory,hat,0.2,,accessories,"Hat Lei Shell",477
acc_hat_hat_viking_cute_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Viking Cute",493
acc_hat_hat_samurai_cute_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Samurai Cute",494
acc_hat_hat_knight_cute_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Knight Cute",494
acc_hat_hat_pharaoh_cute_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Pharaoh Cute",502
acc_hat_hat_jester_01,acc_hats,1,accessory,hat,0.32,,accessories,"Hat Jester",496
acc_hat_hat_clown_cute_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Clown Cute",493
acc_hat_hat_mime_01,acc_hats,1,accessory,hat,0.16,,accessories,"Hat Mime",483
acc_hat_hat_superhero_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Superhero",490
acc_hat_hat_sidekick_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Sidekick",476
acc_hat_hat_ninja_cute_01,acc_hats,1,accessory,hat,0.18,,accessories,"Hat Ninja Cute",488
acc_hat_hat_spy_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Spy",478
acc_hat_hat_detective_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Detective",480
acc_hat_hat_librarian_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Librarian",486
acc_hat_hat_scientist_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Scientist",485
acc_hat_hat_gamer_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Gamer",477
acc_hat_hat_streamer_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Streamer",472
acc_hat_hat_influencer_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Influencer",486
acc_hat_hat_tourist_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Tourist",482
acc_hat_hat_camper_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Camper",489
acc_hat_hat_fisher_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Fisher",484
acc_hat_hat_gardener_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Gardener",490
acc_hat_hat_baker_01,acc_hats,1,accessory,hat,0.16,,accessories,"Hat Baker",473
acc_hat_hat_butcher_cute_01,acc_hats,1,accessory,hat,0.2,,accessories,"Hat Butcher Cute",493
acc_hat_hat_waiter_01,acc_hats,1,accessory,hat,0.18,,accessories,"Hat Waiter",479
acc_hat_hat_mail_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Mail",470
acc_hat_hat_post_01,acc_hats,1,accessory,hat,0.2,,accessories,"Hat Post",478
acc_hat_hat_train_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Train",479
acc_hat_hat_car_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Car",477
acc_hat_hat_bike_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Bike",474
acc_hat_hat_skate_01,acc_hats,1,accessory,hat,0.18,,accessories,"Hat Skate",482
acc_hat_hat_surf_01,acc_hats,1,accessory,hat,0.2,,accessories,"Hat Surf",471
acc_hat_hat_ski_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Ski",484
acc_hat_hat_snowboard_01,acc_hats,1,accessory,hat,0.18,,accessories,"Hat Snowboard",474
acc_hat_hat_soccer_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Soccer",489
acc_hat_hat_basketball_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Basketball",473
acc_hat_hat_tennis_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Tennis",479
acc_hat_hat_baseball_01,acc_hats,1,accessory,hat,0.2,,accessories,"Hat Baseball",482
acc_hat_hat_football_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Football",490
acc_hat_hat_hockey_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Hockey",475
acc_hat_hat_golf_01,acc_hats,1,accessory,hat,0.14,,accessories,"Hat Golf",472
acc_hat_hat_bowling_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Bowling",493
acc_hat_hat_dart_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Dart",488
acc_hat_hat_chess_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Chess",479
acc_hat_hat_pawn_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Pawn",462
acc_hat_hat_card_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Card",485
acc_hat_hat_joker_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Joker",478
acc_hat_hat_domino_01,acc_hats,1,accessory,hat,0.2,,accessories,"Hat Domino",484
acc_hat_hat_puzzle_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Puzzle",475
acc_hat_hat_rubik_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Rubik",486
acc_hat_hat_yoyo_01,acc_hats,1,accessory,hat,0.22,,accessories,"Hat Yoyo",468
acc_hat_hat_kite_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Kite",484
acc_hat_hat_pinwheel_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Pinwheel",470
acc_hat_hat_windmill_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Windmill",477
acc_hat_hat_lighthouse_01,acc_hats,1,accessory,hat,0.34,,accessories,"Hat Lighthouse",481
acc_hat_hat_castle_01,acc_hats,1,accessory,hat,0.32,,accessories,"Hat Castle",483
acc_hat_hat_tent_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Tent",475
acc_hat_hat_igloo_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Igloo",471
acc_hat_hat_pyramid_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Pyramid",476
acc_hat_hat_temple_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Temple",480
acc_hat_hat_pagoda_01,acc_hats,1,accessory,hat,0.32,,accessories,"Hat Pagoda",474
acc_hat_hat_totem_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Totem",486
acc_hat_hat_mask_tribal_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Mask Tribal",506
acc_hat_hat_feather_01,acc_hats,1,accessory,hat,0.3,,accessories,"Hat Feather",476
acc_hat_hat_peacock_01,acc_hats,1,accessory,hat,0.32,,accessories,"Hat Peacock",478
acc_hat_hat_owl_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Owl",489
acc_hat_hat_fox_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Fox",477
acc_hat_hat_bear_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Bear",479
acc_hat_hat_panda_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Panda",478
acc_hat_hat_penguin_01,acc_hats,1,accessory,hat,0.28,,accessories,"Hat Penguin",484
acc_hat_hat_chick_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Chick",482
acc_hat_hat_duckling_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Duckling",474
acc_hat_hat_piglet_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Piglet",465
acc_hat_hat_lamb_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Lamb",491
acc_hat_hat_cow_01,acc_hats,1,accessory,hat,0.24,,accessories,"Hat Cow",483
acc_hat_hat_horse_01,acc_hats,1,accessory,hat,0.26,,accessories,"Hat Horse",475
